STATECODE,HUC4CODE,HUC8CODE,HUCNAME,YEAR,LS-WGWFr,LS-WSWFr,LS-WSWSa,LS-WTotl,
08,1401,14010001,Colorado Headwaters,1985,0.10,0.29,0.00,0.39,
08,1401,14010002,Blue,1985,0.01,0.04,0.00,0.06,
08,1401,14010003,Eagle,1985,0.03,0.12,0.00,0.16,
08,1401,14010004,Roaring Fork,1985,0.03,0.09,0.00,0.12,
08,1401,14010005,Colorado Headwaters-Plateau,1985,0.12,0.47,0.00,0.59,
49,1401,14010005,Colorado Headwaters-Plateau,1985,0.00,0.00,0.00,0.00,
08,1401,14010006,Parachute-Roan,1985,0.03,0.06,0.00,0.09,
08,1402,14020001,East-Taylor,1985,0.01,0.90,0.00,0.91,
08,1402,14020002,Upper Gunnison,1985,0.07,3.03,0.00,3.09,
08,1402,14020003,Tomichi,1985,0.02,1.12,0.00,1.14,
08,1402,14020004,North Fork Gunnison,1985,0.10,1.46,0.00,1.56,
08,1402,14020005,Lower Gunnison,1985,0.19,3.59,0.00,3.78,
08,1402,14020006,Uncompahgre,1985,0.04,3.03,0.00,3.07,
08,1403,14030001,Westwater Canyon,1985,0.01,0.06,0.00,0.07,
49,1403,14030001,Westwater Canyon,1985,0.00,0.00,0.00,0.00,
08,1403,14030002,Upper Dolores,1985,0.08,0.19,0.00,0.27,
49,1403,14030002,Upper Dolores,1985,0.00,0.00,0.00,0.00,
08,1403,14030003,San Miguel,1985,0.09,0.25,0.00,0.34,
08,1403,14030004,Lower Dolores,1985,0.03,0.15,0.00,0.18,
49,1403,14030004,Lower Dolores,1985,0.00,0.00,0.00,0.00,
49,1403,14030005,Upper Colorado-Kane Springs,1985,0.15,0.06,0.00,0.20,
08,1403,14030005,Upper Colorado-Kane Springs,1985,0.00,0.00,0.00,0.00,
56,1404,14040101,Upper Green,1985,0.08,0.35,0.00,0.43,
56,1404,14040102,New Fork,1985,0.03,0.16,0.00,0.19,
56,1404,14040103,Upper Green-Slate,1985,0.03,0.08,0.00,0.11,
56,1404,14040104,Big Sandy,1985,0.03,0.12,0.00,0.16,
56,1404,14040105,Bitter,1985,0.01,0.06,0.00,0.07,
49,1404,14040106,Upper Green-Flaming Gorge Reservoir,1985,0.00,0.03,0.00,0.03,
56,1404,14040106,Upper Green-Flaming Gorge Reservoir,1985,0.00,0.03,0.00,0.03,
08,1404,14040106,Upper Green-Flaming Gorge Reservoir,1985,0.01,0.02,0.00,0.03,
56,1404,14040107,Blacks Fork,1985,0.08,0.27,0.00,0.35,
49,1404,14040107,Blacks Fork,1985,0.00,0.00,0.00,0.00,
56,1404,14040108,Muddy,1985,0.04,0.17,0.00,0.21,
49,1404,14040108,Muddy,1985,0.00,0.00,0.00,0.00,
08,1404,14040109,Vermilion,1985,0.02,0.02,0.00,0.04,
56,1404,14040109,Vermilion,1985,0.00,0.01,0.00,0.01,
56,1404,14040200,Great Divide Closed Basin,1985,0.03,0.19,0.00,0.22,
08,1405,14050001,Upper Yampa,1985,0.07,3.48,0.00,3.54,
08,1405,14050002,Lower Yampa,1985,0.04,1.12,0.00,1.17,
08,1405,14050003,Little Snake,1985,0.08,1.23,0.00,1.31,
56,1405,14050003,Little Snake,1985,0.02,0.11,0.00,0.13,
56,1405,14050004,Muddy,1985,0.02,0.12,0.00,0.15,
08,1405,14050005,Upper White,1985,0.04,1.23,0.00,1.28,
08,1405,14050006,Piceance-Yellow,1985,0.02,1.01,0.00,1.03,
08,1405,14050007,Lower White,1985,0.08,1.01,0.00,1.09,
49,1405,14050007,Lower White,1985,0.07,0.06,0.00,0.12,
08,1406,14060001,Lower Green-Diamond,1985,0.01,0.00,0.00,0.01,
49,1406,14060001,Lower Green-Diamond,1985,0.00,0.00,0.00,0.00,
49,1406,14060002,Ashley-Brush,1985,0.16,0.35,0.00,0.50,
49,1406,14060003,Duchesne,1985,0.22,0.40,0.00,0.63,
49,1406,14060004,Strawberry,1985,0.03,0.06,0.00,0.09,
49,1406,14060005,Lower Green-Desolation Canyon,1985,0.00,0.00,0.00,0.00,
49,1406,14060006,Willow,1985,0.00,0.00,0.00,0.00,
49,1406,14060007,Price,1985,0.00,0.13,0.00,0.13,
49,1406,14060008,Lower Green,1985,0.01,0.01,0.00,0.02,
49,1406,14060009,San Rafael,1985,0.01,0.15,0.00,0.16,
49,1407,14070001,Upper Lake Powell,1985,0.09,0.04,0.00,0.13,
49,1407,14070002,Muddy,1985,0.00,0.01,0.00,0.01,
49,1407,14070003,Fremont,1985,0.64,0.22,0.00,0.86,
49,1407,14070004,Dirty Devil,1985,0.00,0.00,0.00,0.00,
49,1407,14070005,Escalante,1985,0.24,0.06,0.00,0.29,
04,1407,14070006,Lower Lake Powell,1985,0.02,0.02,0.00,0.04,
49,1407,14070006,Lower Lake Powell,1985,0.00,0.01,0.00,0.01,
49,1407,14070007,Paria,1985,0.20,0.04,0.00,0.25,
04,1407,14070007,Paria,1985,0.01,0.00,0.00,0.01,
08,1408,14080101,Upper San Juan,1985,0.04,2.13,0.00,2.17,
35,1408,14080101,Upper San Juan,1985,0.08,0.75,0.00,0.83,
08,1408,14080102,Piedra,1985,0.02,0.34,0.00,0.36,
35,1408,14080103,Blanco Canyon,1985,0.06,0.50,0.00,0.56,
08,1408,14080104,Animas,1985,0.02,1.79,0.00,1.82,
35,1408,14080104,Animas,1985,0.01,0.10,0.00,0.11,
35,1408,14080105,Middle San Juan,1985,0.06,0.58,0.00,0.64,
08,1408,14080105,Middle San Juan,1985,0.04,0.56,0.00,0.61,
04,1408,14080105,Middle San Juan,1985,0.00,0.03,0.00,0.03,
35,1408,14080106,Chaco,1985,0.22,2.01,0.00,2.23,
04,1408,14080106,Chaco,1985,0.00,0.00,0.00,0.00,
08,1408,14080107,Mancos,1985,0.01,1.01,0.00,1.02,
35,1408,14080107,Mancos,1985,0.00,0.03,0.00,0.03,
08,1408,14080201,Lower San Juan-Four Corners,1985,0.01,0.11,0.00,0.12,
49,1408,14080201,Lower San Juan-Four Corners,1985,0.08,0.09,0.00,0.17,
04,1408,14080201,Lower San Juan-Four Corners,1985,0.00,0.02,0.00,0.02,
35,1408,14080201,Lower San Juan-Four Corners,1985,0.00,0.00,0.00,0.00,
08,1408,14080202,Mcelmo,1985,0.01,1.23,0.00,1.24,
49,1408,14080202,Mcelmo,1985,0.00,0.00,0.00,0.00,
08,1408,14080203,Montezuma,1985,0.01,0.11,0.00,0.12,
49,1408,14080203,Montezuma,1985,0.04,0.04,0.00,0.09,
04,1408,14080204,Chinle,1985,0.03,0.35,0.00,0.38,
35,1408,14080204,Chinle,1985,0.01,0.07,0.00,0.08,
49,1408,14080204,Chinle,1985,0.00,0.00,0.00,0.00,
04,1408,14080205,Lower San Juan,1985,0.00,0.03,0.00,0.03,
49,1408,14080205,Lower San Juan,1985,0.02,0.03,0.00,0.06,
04,1501,15010001,Lower Colorado-Marble Canyon,1985,0.07,0.00,0.00,0.07,
04,1501,15010002,Grand Canyon,1985,0.02,0.07,0.00,0.09,
49,1501,15010003,Kanab,1985,0.00,0.04,0.00,0.04,
04,1501,15010003,Kanab,1985,0.03,0.03,0.00,0.07,
04,1501,15010004,Havasu Canyon,1985,0.00,0.12,0.00,0.12,
32,1501,15010005,Lake Mead,1985,0.00,4.10,0.00,4.10,
04,1501,15010005,Lake Mead,1985,0.07,0.03,0.00,0.10,
04,1501,15010006,Grand Wash,1985,0.00,0.00,0.00,0.00,
32,1501,15010006,Grand Wash,1985,0.00,0.00,0.00,0.00,
04,1501,15010007,Hualapai Wash,1985,0.04,0.00,0.00,0.04,
49,1501,15010008,Upper Virgin,1985,0.22,0.15,0.00,0.37,
49,1501,15010009,Fort Pearce Wash,1985,0.01,0.01,0.00,0.02,
04,1501,15010009,Fort Pearce Wash,1985,0.01,0.00,0.00,0.01,
04,1501,15010010,Lower Virgin,1985,0.00,0.01,0.00,0.01,
32,1501,15010010,Lower Virgin,1985,0.04,0.01,0.00,0.06,
49,1501,15010010,Lower Virgin,1985,0.01,0.01,0.00,0.02,
32,1501,15010011,White,1985,0.15,0.04,0.00,0.19,
32,1501,15010012,Muddy,1985,0.03,0.01,0.00,0.04,
32,1501,15010013,Meadow Valley Wash,1985,0.10,0.02,0.00,0.12,
49,1501,15010013,Meadow Valley Wash,1985,0.00,0.00,0.00,0.00,
04,1501,15010014,Detrital Wash,1985,0.13,0.00,0.00,0.13,
32,1501,15010015,Las Vegas Wash,1985,0.41,0.29,0.00,0.71,
04,1502,15020001,Little Colorado Headwaters,1985,0.00,0.09,0.00,0.09,
35,1502,15020001,Little Colorado Headwaters,1985,0.00,0.01,0.00,0.01,
04,1502,15020002,Upper Little Colorado,1985,0.00,0.20,0.00,0.20,
35,1502,15020002,Upper Little Colorado,1985,0.00,0.00,0.00,0.00,
35,1502,15020003,Carrizo Wash,1985,0.07,0.34,0.00,0.40,
04,1502,15020003,Carrizo Wash,1985,0.04,0.00,0.00,0.04,
35,1502,15020004,Zuni,1985,0.07,0.63,0.00,0.70,
04,1502,15020004,Zuni,1985,0.08,0.00,0.00,0.08,
04,1502,15020005,Silver,1985,0.00,0.08,0.00,0.08,
35,1502,15020006,Upper Puerco,1985,0.07,0.50,0.00,0.57,
04,1502,15020006,Upper Puerco,1985,0.00,0.06,0.00,0.06,
04,1502,15020007,Lower Puerco,1985,0.08,0.04,0.00,0.12,
04,1502,15020008,Middle Little Colorado,1985,0.03,0.11,0.00,0.15,
04,1502,15020009,Leroux Wash,1985,0.08,0.00,0.00,0.08,
04,1502,15020010,Chevelon Canyon,1985,0.00,0.04,0.00,0.04,
04,1502,15020011,Cottonwood Wash,1985,0.08,0.08,0.00,0.16,
04,1502,15020012,Corn-Oraibi,1985,0.06,0.00,0.00,0.06,
04,1502,15020013,Polacca Wash,1985,0.09,0.01,0.00,0.10,
04,1502,15020014,Jadito Wash,1985,0.06,0.04,0.00,0.10,
04,1502,15020015,Canyon Diablo,1985,0.03,0.01,0.00,0.04,
04,1502,15020016,Lower Little Colorado,1985,0.02,0.01,0.00,0.03,
04,1502,15020017,Dinnebito Wash,1985,0.00,0.04,0.00,0.04,
04,1502,15020018,Moenkopi Wash,1985,0.02,0.12,0.00,0.15,
04,1503,15030101,Havasu-Mohave Lake,1985,0.11,15.01,0.00,15.12,
06,1503,15030101,Havasu-Mohave Lake,1985,0.06,0.04,0.00,0.10,
32,1503,15030101,Havasu-Mohave Lake,1985,0.02,0.00,0.00,0.02,
06,1503,15030102,Piute Wash,1985,0.00,0.00,0.00,0.00,
32,1503,15030102,Piute Wash,1985,0.00,0.00,0.00,0.00,
04,1503,15030103,Sacramento Wash,1985,0.08,0.00,0.00,0.08,
04,1503,15030104,Imperial Reservoir,1985,0.02,0.00,0.00,0.02,
06,1503,15030104,Imperial Reservoir,1985,0.00,0.00,0.00,0.00,
04,1503,15030105,Bouse Wash,1985,0.04,0.00,0.00,0.04,
04,1503,15030106,Tyson Wash,1985,0.01,0.00,0.00,0.01,
06,1503,15030107,Lower Colorado,1985,0.02,0.52,0.00,0.54,
04,1503,15030107,Lower Colorado,1985,0.00,0.22,0.00,0.22,
04,1503,15030108,Yuma Desert,1985,0.00,0.00,0.00,0.00,
04,1503,15030201,Big Sandy,1985,0.04,0.06,0.00,0.10,
04,1503,15030202,Burro,1985,0.00,0.00,0.00,0.00,
04,1503,15030203,Santa Maria,1985,0.08,0.08,0.00,0.16,
04,1503,15030204,Bill Williams,1985,0.01,0.00,0.00,0.01,
35,1504,15040001,Upper Gila,1985,0.10,0.41,0.00,0.52,
35,1504,15040002,Upper Gila-Mangas,1985,0.12,0.45,0.00,0.57,
04,1504,15040002,Upper Gila-Mangas,1985,0.00,0.13,0.00,0.13,
35,1504,15040003,Animas Valley,1985,0.18,0.64,0.00,0.82,
04,1504,15040003,Animas Valley,1985,0.00,0.00,0.00,0.00,
35,1504,15040004,San Francisco,1985,0.07,0.31,0.00,0.38,
04,1504,15040004,San Francisco,1985,0.06,0.07,0.00,0.12,
04,1504,15040005,Upper Gila-San Carlos Reservoir,1985,0.33,0.00,0.00,0.33,
35,1504,15040006,San Simon,1985,0.02,0.07,0.00,0.09,
04,1504,15040006,San Simon,1985,0.24,0.00,0.00,0.24,
04,1504,15040007,San Carlos,1985,0.04,0.03,0.00,0.08,
04,1505,15050100,Middle Gila,1985,2.13,0.28,0.00,2.41,
04,1505,15050201,Willcox Playa,1985,0.58,0.00,0.00,0.58,
04,1505,15050202,Upper San Pedro,1985,0.22,0.00,0.00,0.22,
04,1505,15050203,Lower San Pedro,1985,0.16,0.00,0.00,0.16,
04,1505,15050301,Upper Santa Cruz,1985,0.64,0.00,0.00,0.64,
04,1505,15050302,Rillito,1985,0.00,0.00,0.00,0.00,
04,1505,15050303,Lower Santa Cruz,1985,0.89,0.00,0.00,0.89,
04,1505,15050304,Brawley Wash,1985,0.25,0.00,0.00,0.25,
04,1505,15050305,Aguirre Valley,1985,0.04,0.00,0.00,0.04,
04,1505,15050306,Santa Rosa Wash,1985,0.07,0.00,0.00,0.07,
04,1506,15060101,Black,1985,0.00,0.10,0.00,0.10,
04,1506,15060102,White,1985,13.96,0.11,0.00,14.07,
04,1506,15060103,Upper Salt,1985,0.10,4.50,0.00,4.60,
04,1506,15060104,Carrizo,1985,0.00,0.04,0.00,0.04,
04,1506,15060105,Tonto,1985,2.03,0.08,0.00,2.11,
04,1506,15060106,Lower Salt,1985,0.34,0.27,0.00,0.61,
04,1506,15060201,Big Chino-Williamson Valley,1985,0.08,0.08,0.00,0.16,
04,1506,15060202,Upper Verde,1985,0.13,16.71,0.00,16.85,
04,1506,15060203,Lower Verde,1985,0.09,0.20,0.00,0.29,
04,1507,15070101,Lower Gila-Painted Rock Reservoir,1985,0.66,0.49,0.00,1.15,
04,1507,15070102,Agua Fria,1985,1.10,0.16,0.00,1.26,
04,1507,15070103,Hassayampa,1985,0.16,0.12,0.00,0.28,
04,1507,15070104,Centennial Wash,1985,0.48,0.00,0.00,0.48,
04,1507,15070201,Lower Gila,1985,0.78,0.00,0.00,0.78,
04,1507,15070202,Tenmile Wash,1985,0.02,0.00,0.00,0.02,
04,1507,15070203,San Cristobal Wash,1985,0.06,0.00,0.00,0.06,
04,1508,15080101,San Simon Wash,1985,0.11,0.00,0.00,0.11,
04,1508,15080102,Rio Sonoyta,1985,0.00,0.00,0.00,0.00,
04,1508,15080103,Tule Desert,1985,0.00,0.00,0.00,0.00,
04,1508,15080200,Rio De La Concepcion,1985,0.02,0.00,0.00,0.02,
04,1508,15080301,Whitewater Draw,1985,0.16,0.00,0.00,0.16,
35,1508,15080302,San Bernardino Valley,1985,0.00,0.02,0.00,0.02,
04,1508,15080302,San Bernardino Valley,1985,0.04,0.00,0.00,0.04,
35,1508,15080303,Cloverdale,1985,0.01,0.03,0.00,0.04,
08,1401,14010001,Colorado Headwaters,1990,0.15,4.99,0.00,5.13,
08,1401,14010002,Blue,1990,0.01,0.04,0.00,0.06,
08,1401,14010003,Eagle,1990,0.04,0.15,0.00,0.19,
08,1401,14010004,Roaring Fork,1990,0.03,4.20,0.00,4.24,
49,1401,14010005,Colorado Headwaters-Plateau,1990,0.20,14.62,0.00,14.82,
08,1401,14010005,Colorado Headwaters-Plateau,1990,0.00,0.00,0.00,0.00,
08,1401,14010006,Parachute-Roan,1990,0.06,0.56,0.00,0.62,
08,1402,14020001,East-Taylor,1990,0.01,0.10,0.00,0.11,
08,1402,14020002,Upper Gunnison,1990,0.09,1.04,0.00,1.13,
08,1402,14020003,Tomichi,1990,0.03,0.12,0.00,0.16,
08,1402,14020004,North Fork Gunnison,1990,0.13,4.21,0.00,4.35,
08,1402,14020005,Lower Gunnison,1990,0.22,6.66,0.00,6.88,
08,1402,14020006,Uncompahgre,1990,0.09,32.12,0.00,32.21,
49,1403,14030001,Westwater Canyon,1990,0.01,0.07,0.00,0.08,
08,1403,14030001,Westwater Canyon,1990,0.00,0.00,0.00,0.00,
49,1403,14030002,Upper Dolores,1990,0.10,1.50,0.00,1.60,
08,1403,14030002,Upper Dolores,1990,0.00,0.00,0.00,0.00,
08,1403,14030003,San Miguel,1990,0.16,0.49,0.00,0.65,
49,1403,14030004,Lower Dolores,1990,0.03,1.76,0.00,1.79,
08,1403,14030004,Lower Dolores,1990,0.00,0.00,0.00,0.00,
49,1403,14030005,Upper Colorado-Kane Springs,1990,0.07,0.03,0.00,0.10,
08,1403,14030005,Upper Colorado-Kane Springs,1990,0.00,0.00,0.00,0.00,
56,1404,14040101,Upper Green,1990,0.11,0.44,0.00,0.55,
56,1404,14040102,New Fork,1990,0.04,0.17,0.00,0.21,
56,1404,14040103,Upper Green-Slate,1990,0.02,0.10,0.00,0.12,
56,1404,14040104,Big Sandy,1990,0.03,0.15,0.00,0.18,
56,1404,14040105,Bitter,1990,0.01,0.06,0.00,0.07,
08,1404,14040106,Upper Green-Flaming Gorge Reservoir,1990,0.00,0.04,0.00,0.04,
56,1404,14040106,Upper Green-Flaming Gorge Reservoir,1990,0.01,0.04,0.00,0.06,
49,1404,14040106,Upper Green-Flaming Gorge Reservoir,1990,0.02,0.02,0.00,0.04,
56,1404,14040107,Blacks Fork,1990,0.10,0.37,0.00,0.47,
49,1404,14040107,Blacks Fork,1990,0.00,0.00,0.00,0.00,
56,1404,14040108,Muddy,1990,0.06,0.22,0.00,0.28,
49,1404,14040108,Muddy,1990,0.00,0.00,0.00,0.00,
56,1404,14040109,Vermilion,1990,0.02,0.03,0.00,0.06,
08,1404,14040109,Vermilion,1990,0.00,0.01,0.00,0.01,
56,1404,14040200,Great Divide Closed Basin,1990,0.06,0.21,0.00,0.27,
08,1405,14050001,Upper Yampa,1990,0.12,7.68,0.00,7.80,
08,1405,14050002,Lower Yampa,1990,0.09,0.12,0.00,0.21,
56,1405,14050003,Little Snake,1990,0.09,0.17,0.00,0.26,
08,1405,14050003,Little Snake,1990,0.02,0.11,0.00,0.13,
56,1405,14050004,Muddy,1990,0.03,0.12,0.00,0.16,
08,1405,14050005,Upper White,1990,0.08,10.08,0.00,10.16,
08,1405,14050006,Piceance-Yellow,1990,0.06,0.17,0.00,0.22,
49,1405,14050007,Lower White,1990,0.08,0.19,0.00,0.27,
08,1405,14050007,Lower White,1990,0.20,0.17,0.00,0.37,
49,1406,14060001,Lower Green-Diamond,1990,0.00,0.03,0.00,0.03,
08,1406,14060001,Lower Green-Diamond,1990,0.00,0.01,0.00,0.01,
49,1406,14060002,Ashley-Brush,1990,0.15,0.30,0.00,0.45,
49,1406,14060003,Duchesne,1990,0.25,0.45,0.00,0.70,
49,1406,14060004,Strawberry,1990,0.02,0.03,0.00,0.06,
49,1406,14060005,Lower Green-Desolation Canyon,1990,0.00,0.02,0.00,0.02,
49,1406,14060006,Willow,1990,0.01,0.00,0.00,0.01,
49,1406,14060007,Price,1990,0.00,0.09,0.00,0.09,
49,1406,14060008,Lower Green,1990,0.01,0.02,0.00,0.03,
49,1406,14060009,San Rafael,1990,0.01,0.21,0.00,0.22,
49,1407,14070001,Upper Lake Powell,1990,0.07,0.02,0.00,0.09,
49,1407,14070002,Muddy,1990,0.00,0.02,0.00,0.02,
49,1407,14070003,Fremont,1990,0.55,0.25,0.00,0.80,
49,1407,14070004,Dirty Devil,1990,0.00,0.03,0.00,0.03,
49,1407,14070005,Escalante,1990,0.71,0.17,0.00,0.87,
04,1407,14070006,Lower Lake Powell,1990,0.01,0.00,0.00,0.01,
49,1407,14070006,Lower Lake Powell,1990,0.06,0.00,0.00,0.06,
49,1407,14070007,Paria,1990,0.13,0.03,0.00,0.17,
04,1407,14070007,Paria,1990,0.01,0.00,0.00,0.01,
35,1408,14080101,Upper San Juan,1990,0.07,5.53,0.00,5.59,
08,1408,14080101,Upper San Juan,1990,0.11,0.03,0.00,0.15,
08,1408,14080102,Piedra,1990,0.01,1.11,0.00,1.12,
35,1408,14080103,Blanco Canyon,1990,0.08,0.03,0.00,0.11,
35,1408,14080104,Animas,1990,0.06,13.41,0.00,13.46,
08,1408,14080104,Animas,1990,0.01,0.00,0.00,0.01,
35,1408,14080105,Middle San Juan,1990,0.03,2.65,0.00,2.68,
08,1408,14080105,Middle San Juan,1990,0.09,0.03,0.00,0.12,
04,1408,14080105,Middle San Juan,1990,0.00,0.02,0.00,0.02,
35,1408,14080106,Chaco,1990,0.39,0.10,0.00,0.49,
04,1408,14080106,Chaco,1990,0.00,0.00,0.00,0.00,
35,1408,14080107,Mancos,1990,0.02,3.00,0.00,3.03,
08,1408,14080107,Mancos,1990,0.00,0.00,0.00,0.00,
49,1408,14080201,Lower San Juan-Four Corners,1990,0.08,0.09,0.00,0.17,
04,1408,14080201,Lower San Juan-Four Corners,1990,0.00,0.03,0.00,0.03,
35,1408,14080201,Lower San Juan-Four Corners,1990,0.01,0.01,0.00,0.02,
08,1408,14080201,Lower San Juan-Four Corners,1990,0.00,0.00,0.00,0.00,
49,1408,14080202,Mcelmo,1990,0.02,4.15,0.00,4.17,
08,1408,14080202,Mcelmo,1990,0.00,0.00,0.00,0.00,
49,1408,14080203,Montezuma,1990,0.01,0.03,0.00,0.04,
08,1408,14080203,Montezuma,1990,0.01,0.01,0.00,0.02,
49,1408,14080204,Chinle,1990,0.18,0.08,0.00,0.26,
04,1408,14080204,Chinle,1990,0.00,0.00,0.00,0.00,
35,1408,14080204,Chinle,1990,0.01,0.00,0.00,0.01,
49,1408,14080205,Lower San Juan,1990,0.04,0.07,0.00,0.11,
04,1408,14080205,Lower San Juan,1990,0.02,0.01,0.00,0.03,
04,1501,15010001,Lower Colorado-Marble Canyon,1990,0.04,0.03,0.00,0.08,
04,1501,15010002,Grand Canyon,1990,0.04,0.04,0.00,0.09,
04,1501,15010003,Kanab,1990,0.00,0.03,0.00,0.03,
49,1501,15010003,Kanab,1990,0.09,0.02,0.00,0.11,
04,1501,15010004,Havasu Canyon,1990,0.17,0.03,0.00,0.20,
04,1501,15010005,Lake Mead,1990,0.00,0.00,0.00,0.00,
