STATECODE,HUC4CODE,HUC8CODE,HUCNAME,YEAR,TP-TotPop
08,1401,14010001,Colorado Headwaters,1985,18.500
08,1401,14010002,Blue,1985,13.870
08,1401,14010003,Eagle,1985,15.540
08,1401,14010004,Roaring Fork,1985,19.930
08,1401,14010005,Colorado Headwaters-Plateau,1985,97.820
49,1401,14010005,Colorado Headwaters-Plateau,1985,0.000
08,1401,14010006,Parachute-Roan,1985,1.640
08,1402,14020001,East-Taylor,1985,2.380
08,1402,14020002,Upper Gunnison,1985,2.770
08,1402,14020003,Tomichi,1985,7.440
08,1402,14020004,North Fork Gunnison,1985,9.720
08,1402,14020005,Lower Gunnison,1985,9.110
08,1402,14020006,Uncompahgre,1985,29.330
08,1403,14030001,Westwater Canyon,1985,0.300
49,1403,14030001,Westwater Canyon,1985,0.030
08,1403,14030002,Upper Dolores,1985,1.980
49,1403,14030002,Upper Dolores,1985,0.160
08,1403,14030003,San Miguel,1985,5.470
08,1403,14030004,Lower Dolores,1985,0.400
49,1403,14030004,Lower Dolores,1985,0.040
08,1403,14030005,Upper Colorado-Kane Springs,1985,0.000
49,1403,14030005,Upper Colorado-Kane Springs,1985,8.450
56,1404,14040101,Upper Green,1985,3.770
56,1404,14040102,New Fork,1985,2.370
56,1404,14040103,Upper Green-Slate,1985,16.330
56,1404,14040104,Big Sandy,1985,0.670
56,1404,14040105,Bitter,1985,25.750
08,1404,14040106,Upper Green-Flaming Gorge Reservoir,1985,0.100
49,1404,14040106,Upper Green-Flaming Gorge Reservoir,1985,0.800
56,1404,14040106,Upper Green-Flaming Gorge Reservoir,1985,0.140
49,1404,14040107,Blacks Fork,1985,0.000
56,1404,14040107,Blacks Fork,1985,16.040
49,1404,14040108,Muddy,1985,0.000
56,1404,14040108,Muddy,1985,0.840
08,1404,14040109,Vermilion,1985,0.200
56,1404,14040109,Vermilion,1985,0.020
56,1404,14040200,Great Divide Closed Basin,1985,1.500
08,1405,14050001,Upper Yampa,1985,24.470
08,1405,14050002,Lower Yampa,1985,0.800
08,1405,14050003,Little Snake,1985,0.600
56,1405,14050003,Little Snake,1985,0.450
56,1405,14050004,Muddy,1985,0.390
08,1405,14050005,Upper White,1985,2.890
08,1405,14050006,Piceance-Yellow,1985,0.100
08,1405,14050007,Lower White,1985,3.540
49,1405,14050007,Lower White,1985,0.190
08,1406,14060001,Lower Green-Diamond,1985,0.100
49,1406,14060001,Lower Green-Diamond,1985,0.050
49,1406,14060002,Ashley-Brush,1985,22.800
49,1406,14060003,Duchesne,1985,15.300
49,1406,14060004,Strawberry,1985,2.280
49,1406,14060005,Lower Green-Desolation Canyon,1985,0.070
49,1406,14060006,Willow,1985,0.030
49,1406,14060007,Price,1985,24.680
49,1406,14060008,Lower Green,1985,1.330
49,1406,14060009,San Rafael,1985,9.370
49,1407,14070001,Upper Lake Powell,1985,1.490
49,1407,14070002,Muddy,1985,0.530
49,1407,14070003,Fremont,1985,2.180
49,1407,14070004,Dirty Devil,1985,0.020
49,1407,14070005,Escalante,1985,1.050
04,1407,14070006,Lower Lake Powell,1985,8.790
49,1407,14070006,Lower Lake Powell,1985,0.250
04,1407,14070007,Paria,1985,0.010
49,1407,14070007,Paria,1985,0.730
08,1408,14080101,Upper San Juan,1985,9.720
35,1408,14080101,Upper San Juan,1985,19.590
08,1408,14080102,Piedra,1985,0.490
35,1408,14080103,Blanco Canyon,1985,0.460
08,1408,14080104,Animas,1985,25.050
35,1408,14080104,Animas,1985,45.840
04,1408,14080105,Middle San Juan,1985,1.080
08,1408,14080105,Middle San Juan,1985,1.660
35,1408,14080105,Middle San Juan,1985,13.800
04,1408,14080106,Chaco,1985,0.000
35,1408,14080106,Chaco,1985,28.000
08,1408,14080107,Mancos,1985,1.950
35,1408,14080107,Mancos,1985,0.000
04,1408,14080201,Lower San Juan-Four Corners,1985,2.110
08,1408,14080201,Lower San Juan-Four Corners,1985,0.100
35,1408,14080201,Lower San Juan-Four Corners,1985,0.000
49,1408,14080201,Lower San Juan-Four Corners,1985,4.290
08,1408,14080202,Mcelmo,1985,14.910
49,1408,14080202,Mcelmo,1985,0.070
08,1408,14080203,Montezuma,1985,1.470
49,1408,14080203,Montezuma,1985,2.360
04,1408,14080204,Chinle,1985,25.390
35,1408,14080204,Chinle,1985,0.000
49,1408,14080204,Chinle,1985,0.080
04,1408,14080205,Lower San Juan,1985,0.650
49,1408,14080205,Lower San Juan,1985,1.530
04,1501,15010001,Lower Colorado-Marble Canyon,1985,0.740
04,1501,15010002,Grand Canyon,1985,2.200
04,1501,15010003,Kanab,1985,1.470
49,1501,15010003,Kanab,1985,3.230
04,1501,15010004,Havasu Canyon,1985,4.680
04,1501,15010005,Lake Mead,1985,0.660
32,1501,15010005,Lake Mead,1985,2.050
04,1501,15010006,Grand Wash,1985,0.010
32,1501,15010006,Grand Wash,1985,0.000
04,1501,15010007,Hualapai Wash,1985,14.500
49,1501,15010008,Upper Virgin,1985,33.040
04,1501,15010009,Fort Pearce Wash,1985,2.020
49,1501,15010009,Fort Pearce Wash,1985,1.170
04,1501,15010010,Lower Virgin,1985,0.130
32,1501,15010010,Lower Virgin,1985,2.640
49,1501,15010010,Lower Virgin,1985,1.800
32,1501,15010011,White,1985,1.580
32,1501,15010012,Muddy,1985,2.410
32,1501,15010013,Meadow Valley Wash,1985,2.970
49,1501,15010013,Meadow Valley Wash,1985,0.000
04,1501,15010014,Detrital Wash,1985,0.310
32,1501,15010015,Las Vegas Wash,1985,546.360
04,1502,15020001,Little Colorado Headwaters,1985,5.650
35,1502,15020001,Little Colorado Headwaters,1985,0.000
04,1502,15020002,Upper Little Colorado,1985,5.600
35,1502,15020002,Upper Little Colorado,1985,0.000
04,1502,15020003,Carrizo Wash,1985,0.020
35,1502,15020003,Carrizo Wash,1985,0.000
04,1502,15020004,Zuni,1985,0.240
35,1502,15020004,Zuni,1985,9.810
04,1502,15020005,Silver,1985,20.890
04,1502,15020006,Upper Puerco,1985,12.060
35,1502,15020006,Upper Puerco,1985,36.850
04,1502,15020007,Lower Puerco,1985,2.010
04,1502,15020008,Middle Little Colorado,1985,16.610
04,1502,15020009,Leroux Wash,1985,2.190
04,1502,15020010,Chevelon Canyon,1985,0.530
04,1502,15020011,Cottonwood Wash,1985,8.590
04,1502,15020012,Corn-Oraibi,1985,2.190
04,1502,15020013,Polacca Wash,1985,8.040
04,1502,15020014,Jadito Wash,1985,4.330
04,1502,15020015,Canyon Diablo,1985,46.140
04,1502,15020016,Lower Little Colorado,1985,3.320
04,1502,15020017,Dinnebito Wash,1985,1.610
04,1502,15020018,Moenkopi Wash,1985,15.040
04,1503,15030101,Havasu-Mohave Lake,1985,41.860
06,1503,15030101,Havasu-Mohave Lake,1985,6.930
32,1503,15030101,Havasu-Mohave Lake,1985,2.560
06,1503,15030102,Piute Wash,1985,0.040
32,1503,15030102,Piute Wash,1985,0.630
04,1503,15030103,Sacramento Wash,1985,6.670
04,1503,15030104,Imperial Reservoir,1985,11.860
06,1503,15030104,Imperial Reservoir,1985,17.490
04,1503,15030105,Bouse Wash,1985,1.500
04,1503,15030106,Tyson Wash,1985,1.350
04,1503,15030107,Lower Colorado,1985,3.410
06,1503,15030107,Lower Colorado,1985,3.370
04,1503,15030108,Yuma Desert,1985,91.160
04,1503,15030201,Big Sandy,1985,0.560
04,1503,15030202,Burro,1985,3.050
04,1503,15030203,Santa Maria,1985,4.450
04,1503,15030204,Bill Williams,1985,0.070
35,1504,15040001,Upper Gila,1985,0.000
04,1504,15040002,Upper Gila-Mangas,1985,1.930
35,1504,15040002,Upper Gila-Mangas,1985,2.470
04,1504,15040003,Animas Valley,1985,0.000
35,1504,15040003,Animas Valley,1985,4.970
04,1504,15040004,San Francisco,1985,6.920
35,1504,15040004,San Francisco,1985,2.150
04,1504,15040005,Upper Gila-San Carlos Reservoir,1985,20.640
04,1504,15040006,San Simon,1985,3.160
35,1504,15040006,San Simon,1985,0.120
04,1504,15040007,San Carlos,1985,3.790
04,1505,15050100,Middle Gila,1985,154.220
04,1505,15050201,Willcox Playa,1985,10.160
04,1505,15050202,Upper San Pedro,1985,55.030
04,1505,15050203,Lower San Pedro,1985,15.640
04,1505,15050301,Upper Santa Cruz,1985,384.250
04,1505,15050302,Rillito,1985,234.060
04,1505,15050303,Lower Santa Cruz,1985,38.010
04,1505,15050304,Brawley Wash,1985,15.670
04,1505,15050305,Aguirre Valley,1985,0.270
04,1505,15050306,Santa Rosa Wash,1985,3.890
04,1506,15060101,Black,1985,0.090
04,1506,15060102,White,1985,11.850
04,1506,15060103,Upper Salt,1985,22.000
04,1506,15060104,Carrizo,1985,0.460
04,1506,15060105,Tonto,1985,13.470
04,1506,15060106,Lower Salt,1985,1586.500
04,1506,15060201,Big Chino-Williamson Valley,1985,3.200
04,1506,15060202,Upper Verde,1985,64.590
04,1506,15060203,Lower Verde,1985,22.090
04,1507,15070101,Lower Gila-Painted Rock Reservoir,1985,17.400
04,1507,15070102,Agua Fria,1985,121.760
04,1507,15070103,Hassayampa,1985,7.370
04,1507,15070104,Centennial Wash,1985,5.220
04,1507,15070201,Lower Gila,1985,25.750
04,1507,15070202,Tenmile Wash,1985,5.170
04,1507,15070203,San Cristobal Wash,1985,1.210
04,1508,15080101,San Simon Wash,1985,5.690
04,1508,15080102,Rio Sonoyta,1985,0.500
04,1508,15080103,Tule Desert,1985,0.000
04,1508,15080200,Rio De La Concepcion,1985,1.500
04,1508,15080301,Whitewater Draw,1985,30.010
04,1508,15080302,San Bernardino Valley,1985,0.000
35,1508,15080302,San Bernardino Valley,1985,0.000
35,1508,15080303,Cloverdale,1985,0.000
08,1401,14010001,Colorado Headwaters,1990,10.560
08,1401,14010002,Blue,1990,12.970
08,1401,14010003,Eagle,1990,16.820
08,1401,14010004,Roaring Fork,1990,28.470
08,1401,14010005,Colorado Headwaters-Plateau,1990,102.050
49,1401,14010005,Colorado Headwaters-Plateau,1990,0.000
08,1401,14010006,Parachute-Roan,1990,1.050
08,1402,14020001,East-Taylor,1990,2.000
08,1402,14020002,Upper Gunnison,1990,5.330
08,1402,14020003,Tomichi,1990,3.540
08,1402,14020004,North Fork Gunnison,1990,6.360
08,1402,14020005,Lower Gunnison,1990,18.260
08,1402,14020006,Uncompahgre,1990,26.860
08,1403,14030001,Westwater Canyon,1990,0.620
49,1403,14030001,Westwater Canyon,1990,0.000
08,1403,14030002,Upper Dolores,1990,2.040
49,1403,14030002,Upper Dolores,1990,0.000
08,1403,14030003,San Miguel,1990,5.630
08,1403,14030004,Lower Dolores,1990,0.250
49,1403,14030004,Lower Dolores,1990,0.000
08,1403,14030005,Upper Colorado-Kane Springs,1990,0.000
49,1403,14030005,Upper Colorado-Kane Springs,1990,6.620
56,1404,14040101,Upper Green,1990,2.890
56,1404,14040102,New Fork,1990,2.250
56,1404,14040103,Upper Green-Slate,1990,13.170
56,1404,14040104,Big Sandy,1990,0.770
56,1404,14040105,Bitter,1990,23.790
08,1404,14040106,Upper Green-Flaming Gorge Reservoir,1990,0.000
49,1404,14040106,Upper Green-Flaming Gorge Reservoir,1990,0.690
56,1404,14040106,Upper Green-Flaming Gorge Reservoir,1990,0.200
49,1404,14040107,Blacks Fork,1990,0.000
56,1404,14040107,Blacks Fork,1990,10.720
49,1404,14040108,Muddy,1990,0.000
56,1404,14040108,Muddy,1990,0.140
08,1404,14040109,Vermilion,1990,0.000
56,1404,14040109,Vermilion,1990,0.000
56,1404,14040200,Great Divide Closed Basin,1990,0.980
08,1405,14050001,Upper Yampa,1990,23.640
08,1405,14050002,Lower Yampa,1990,0.650
08,1405,14050003,Little Snake,1990,0.280
56,1405,14050003,Little Snake,1990,0.560
56,1405,14050004,Muddy,1990,0.410
08,1405,14050005,Upper White,1990,3.120
08,1405,14050006,Piceance-Yellow,1990,0.140
08,1405,14050007,Lower White,1990,3.220
49,1405,14050007,Lower White,1990,0.000
08,1406,14060001,Lower Green-Diamond,1990,0.000
49,1406,14060001,Lower Green-Diamond,1990,0.000
49,1406,14060002,Ashley-Brush,1990,18.130
49,1406,14060003,Duchesne,1990,14.620
49,1406,14060004,Strawberry,1990,2.110
49,1406,14060005,Lower Green-Desolation Canyon,1990,0.000
49,1406,14060006,Willow,1990,0.000
49,1406,14060007,Price,1990,20.930
49,1406,14060008,Lower Green,1990,1.280
49,1406,14060009,San Rafael,1990,8.350
49,1407,14070001,Upper Lake Powell,1990,2.070
49,1407,14070002,Muddy,1990,0.000
49,1407,14070003,Fremont,1990,2.180
49,1407,14070004,Dirty Devil,1990,0.000
49,1407,14070005,Escalante,1990,1.180
04,1407,14070006,Lower Lake Powell,1990,7.830
49,1407,14070006,Lower Lake Powell,1990,0.620
04,1407,14070007,Paria,1990,0.780
49,1407,14070007,Paria,1990,0.770
08,1408,14080101,Upper San Juan,1990,9.290
35,1408,14080101,Upper San Juan,1990,20.130
08,1408,14080102,Piedra,1990,2.920
35,1408,14080103,Blanco Canyon,1990,1.700
08,1408,14080104,Animas,1990,24.050
35,1408,14080104,Animas,1990,31.860
04,1408,14080105,Middle San Juan,1990,0.990
08,1408,14080105,Middle San Juan,1990,2.140
35,1408,14080105,Middle San Juan,1990,29.930
04,1408,14080106,Chaco,1990,0.000
35,1408,14080106,Chaco,1990,23.200
08,1408,14080107,Mancos,1990,2.970
35,1408,14080107,Mancos,1990,0.000
04,1408,14080201,Lower San Juan-Four Corners,1990,1.360
08,1408,14080201,Lower San Juan-Four Corners,1990,0.180
35,1408,14080201,Lower San Juan-Four Corners,1990,0.000
49,1408,14080201,Lower San Juan-Four Corners,1990,5.230
08,1408,14080202,Mcelmo,1990,13.920
49,1408,14080202,Mcelmo,1990,0.000
08,1408,14080203,Montezuma,1990,1.370
49,1408,14080203,Montezuma,1990,2.710
04,1408,14080204,Chinle,1990,28.800
35,1408,14080204,Chinle,1990,0.490
49,1408,14080204,Chinle,1990,0.000
04,1408,14080205,Lower San Juan,1990,1.300
49,1408,14080205,Lower San Juan,1990,2.870
04,1501,15010001,Lower Colorado-Marble Canyon,1990,1.310
04,1501,15010002,Grand Canyon,1990,0.010
04,1501,15010003,Kanab,1990,1.630
49,1501,15010003,Kanab,1990,3.500
04,1501,15010004,Havasu Canyon,1990,5.690
04,1501,15010005,Lake Mead,1990,0.390
32,1501,15010005,Lake Mead,1990,0.200
04,1501,15010006,Grand Wash,1990,0.000
32,1501,15010006,Grand Wash,1990,0.000
04,1501,15010007,Hualapai Wash,1990,11.240
49,1501,15010008,Upper Virgin,1990,48.380
04,1501,15010009,Fort Pearce Wash,1990,2.790
49,1501,15010009,Fort Pearce Wash,1990,0.290
04,1501,15010010,Lower Virgin,1990,0.080
32,1501,15010010,Lower Virgin,1990,2.720
49,1501,15010010,Lower Virgin,1990,0.000
32,1501,15010011,White,1990,0.760
32,1501,15010012,Muddy,1990,8.900
32,1501,15010013,Meadow Valley Wash,1990,2.930
49,1501,15010013,Meadow Valley Wash,1990,0.000
04,1501,15010014,Detrital Wash,1990,1.140
32,1501,15010015,Las Vegas Wash,1990,708.690
04,1502,15020001,Little Colorado Headwaters,1990,6.730
35,1502,15020001,Little Colorado Headwaters,1990,0.000
04,1502,15020002,Upper Little Colorado,1990,5.330
35,1502,15020002,Upper Little Colorado,1990,0.000
04,1502,15020003,Carrizo Wash,1990,0.220
35,1502,15020003,Carrizo Wash,1990,0.480
04,1502,15020004,Zuni,1990,0.040
35,1502,15020004,Zuni,1990,10.510
04,1502,15020005,Silver,1990,20.910
04,1502,15020006,Upper Puerco,1990,13.080
35,1502,15020006,Upper Puerco,1990,36.690
04,1502,15020007,Lower Puerco,1990,3.630
04,1502,15020008,Middle Little Colorado,1990,15.540
04,1502,15020009,Leroux Wash,1990,2.650
04,1502,15020010,Chevelon Canyon,1990,2.160
04,1502,15020011,Cottonwood Wash,1990,9.110
04,1502,15020012,Corn-Oraibi,1990,2.450
04,1502,15020013,Polacca Wash,1990,8.700
04,1502,15020014,Jadito Wash,1990,4.630
04,1502,15020015,Canyon Diablo,1990,54.380
04,1502,15020016,Lower Little Colorado,1990,1.970
04,1502,15020017,Dinnebito Wash,1990,1.660
04,1502,15020018,Moenkopi Wash,1990,14.520
04,1503,15030101,Havasu-Mohave Lake,1990,57.240
06,1503,15030101,Havasu-Mohave Lake,1990,7.092
32,1503,15030101,Havasu-Mohave Lake,1990,5.020
06,1503,15030102,Piute Wash,1990,0.567
32,1503,15030102,Piute Wash,1990,1.210
04,1503,15030103,Sacramento Wash,1990,19.980
04,1503,15030104,Imperial Reservoir,1990,9.300
06,1503,15030104,Imperial Reservoir,1990,15.180
04,1503,15030105,Bouse Wash,1990,1.940
04,1503,15030106,Tyson Wash,1990,2.210
04,1503,15030107,Lower Colorado,1990,11.460
06,1503,15030107,Lower Colorado,1990,3.406
04,1503,15030108,Yuma Desert,1990,80.930
04,1503,15030201,Big Sandy,1990,1.030
04,1503,15030202,Burro,1990,3.200
04,1503,15030203,Santa Maria,1990,1.950
04,1503,15030204,Bill Williams,1990,0.420
35,1504,15040001,Upper Gila,1990,0.140
04,1504,15040002,Upper Gila-Mangas,1990,2.410
35,1504,15040002,Upper Gila-Mangas,1990,2.830
04,1504,15040003,Animas Valley,1990,0.000
35,1504,15040003,Animas Valley,1990,4.810
04,1504,15040004,San Francisco,1990,5.870
35,1504,15040004,San Francisco,1990,1.640
04,1504,15040005,Upper Gila-San Carlos Reservoir,1990,22.330
04,1504,15040006,San Simon,1990,2.100
35,1504,15040006,San Simon,1990,0.020
04,1504,15040007,San Carlos,1990,6.560
04,1505,15050100,Middle Gila,1990,397.850
04,1505,15050201,Willcox Playa,1990,9.410
04,1505,15050202,Upper San Pedro,1990,62.580
04,1505,15050203,Lower San Pedro,1990,12.160
04,1505,15050301,Upper Santa Cruz,1990,393.150
04,1505,15050302,Rillito,1990,262.100
04,1505,15050303,Lower Santa Cruz,1990,45.670
04,1505,15050304,Brawley Wash,1990,26.560
04,1505,15050305,Aguirre Valley,1990,0.840
04,1505,15050306,Santa Rosa Wash,1990,3.320
04,1506,15060101,Black,1990,0.660
04,1506,15060102,White,1990,7.700
04,1506,15060103,Upper Salt,1990,17.680
04,1506,15060104,Carrizo,1990,0.540
04,1506,15060105,Tonto,1990,10.410
04,1506,15060106,Lower Salt,1990,1597.750
04,1506,15060201,Big Chino-Williamson Valley,1990,5.540
04,1506,15060202,Upper Verde,1990,78.480
04,1506,15060203,Lower Verde,1990,19.100
04,1507,15070101,Lower Gila-Painted Rock Reservoir,1990,22.930
04,1507,15070102,Agua Fria,1990,168.300
04,1507,15070103,Hassayampa,1990,9.150
04,1507,15070104,Centennial Wash,1990,1.520
04,1507,15070201,Lower Gila,1990,14.400
04,1507,15070202,Tenmile Wash,1990,3.920
04,1507,15070203,San Cristobal Wash,1990,0.550
04,1508,15080101,San Simon Wash,1990,5.260
04,1508,15080102,Rio Sonoyta,1990,0.620
04,1508,15080103,Tule Desert,1990,0.000
04,1508,15080200,Rio De La Concepcion,1990,0.070
04,1508,15080301,Whitewater Draw,1990,24.780
04,1508,15080302,San Bernardino Valley,1990,0.250
35,1508,15080302,San Bernardino Valley,1990,0.000
